MAC Address,Network Adapter,IP Address,Computer Name,GUID/UUID,GUID/UUID Mac Address Conversion,Total RAM Memory,Sid,RAM Memory Bank Label,RAM Memory Capacity,RAM Memory Device Locator,RAM Memory Manufacturer,Computer Manufacturer,Computer Model,Computer Serial,Motherboard Manufacturer,Motherboard Model,Motherboard Product,Motherboard Serial Number,Motherboard Version,Hard Disk Drive Letter,Hard Disk Size,Hard Disk Free Space,Hard Disk Volume Serial Number,Hard Disk Manufacturer,Hard Disk Model,Hard Disk Device ID,Hard Disk Interface Type,Hard Disk Partitions,Hard Disk Total Cylinders,Hard Disk Total Heads,Hard Disk Total Sectors,Hard Disk Total Tracks,Hard Disk Tracks Per Cylinder,Processor Name,Processor Type,Processor Family,Sound Card Manufacturer,Sound Card Product Name,Sound Card Description,Sound Card Name,Video Card Name,Video Card Setting ID,Floppy Manufacturer,Floppy Name,Floppy Device ID,CDROMCaptionSet,CDROMDescriptionSet,CDROMDeviceIDSet,CDROMDriveSet,CDROMManufacturerSet,CDROMNameSet,BIOS Version,Dell Service Tag,Date of Log,Time of Log
00:19:D2:28:D6:46,Intel(R) PRO/Wireless 3945ABG Network Connection,10.1.128.90,MIDDLETON721,00B7C21A-67EF-DB11-A70E-00A0D1A17EC7,00000000-0000-0000-0000-0019D228D646,2136981504,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,01:00,Acer,TravelMate 6410,LXTCX06191721004CA2300,Acer,,Coniston,Not Applicable,Not Applicable,1:C: ,1:37 GB ,1:0 GB ,1:6AF3B2FF ,1:(Standard disk drives) ,1:INTEL SSDSA2M040G2GC ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,3.420138889,0.21875,1:78156225 ,1:1240575 ,0.21875,1:Intel(R) Core(TM)2 CPU         T5500  @ 1.66GHz ,01:09,1:x64 Family 6 Model 15 Stepping 2 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:MATSHITA DVD-RAM UJ-850S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMMATSHITA_DVD-RAM_UJ-850S________________1.20____\5&10EEB6DB&0&1.1.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:MATSHITA DVD-RAM UJ-850S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,08:57:18
00:19:D2:28:E1:8D,Intel(R) PRO/Wireless 3945ABG Network Connection,10.1.128.85,MIDDLETON722,601BC86B-B1EE-DB11-A70E-00A0D1A17C6C,00000000-0000-0000-0000-0019D228E18D,2136981504,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,01:00,Acer,TravelMate 6410,LXTCX06191721004D52300,Acer,,Coniston,Not Applicable,Not Applicable,1:C: ,1:37 GB ,1:1 GB ,1:6AF3B2FF ,1:(Standard disk drives) ,1:INTEL SSDSA2M040G2GC ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,3.420138889,0.21875,1:78156225 ,1:1240575 ,0.21875,1:Intel(R) Core(TM)2 CPU         T5500  @ 1.66GHz ,01:09,1:x64 Family 6 Model 15 Stepping 2 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:MATSHITA DVD-RAM UJ-850S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMMATSHITA_DVD-RAM_UJ-850S________________1.20____\5&10EEB6DB&0&1.1.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:MATSHITA DVD-RAM UJ-850S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,12:04:52
00:19:D2:28:D6:D4,Intel(R) PRO/Wireless 3945ABG Network Connection,10.1.128.188,MIDDLETON723,B0277400-E7EE-DB11-A70E-00A0D1A17DAC,00000000-0000-0000-0000-0019D228D6D4,2136981504,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,01:00,Acer,TravelMate 6410,LXTCX06191721004C72300,Acer,,Coniston,Not Applicable,Not Applicable,1:C: ,1:37 GB ,1:1 GB ,1:6AF3B2FF ,1:(Standard disk drives) ,1:INTEL SSDSA2M040G2GC ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,3.420138889,0.21875,1:78156225 ,1:1240575 ,0.21875,1:Intel(R) Core(TM)2 CPU         T5500  @ 1.66GHz ,01:09,1:x64 Family 6 Model 15 Stepping 2 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:MATSHITA DVD-RAM UJ-850S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMMATSHITA_DVD-RAM_UJ-850S________________1.20____\5&10EEB6DB&0&1.1.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:MATSHITA DVD-RAM UJ-850S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,08:57:31
00:19:D2:28:EA:D4,Intel(R) PRO/Wireless 3945ABG Network Connection,10.1.128.100,MIDDLETON724,90C62BE1-56EF-DB11-A70E-00A0D1A17E94,00000000-0000-0000-0000-0019D228EAD4,2136981504,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,01:00,Acer,TravelMate 6410,LXTCX06191721004C82300,Acer,,Coniston,Not Applicable,Not Applicable,1:C: ,1:37 GB ,1:3 GB ,1:6AF3B2FF ,1:(Standard disk drives) ,1:INTEL SSDSA2M040G2GC ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,3.420138889,0.21875,1:78156225 ,1:1240575 ,0.21875,1:Intel(R) Core(TM)2 CPU         T5500  @ 1.66GHz ,01:09,1:x64 Family 6 Model 15 Stepping 2 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:MATSHITA DVD-RAM UJ-850S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMMATSHITA_DVD-RAM_UJ-850S________________1.20____\5&10EEB6DB&0&1.1.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:MATSHITA DVD-RAM UJ-850S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,10:37:59
00:19:D2:28:EA:EA,Intel(R) PRO/Wireless 3945ABG Network Connection,10.1.130.189,MIDDLETON726,B094A2A0-06DA-DB11-A70E-00A0D1A15DE3,00000000-0000-0000-0000-0019D228EAEA,2136981504,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,01:00,Acer,TravelMate 6410,LXTCX06191721004DF2300,Acer,,Coniston,Not Applicable,Not Applicable,1:C: ,1:37 GB ,1:1 GB ,1:6AF3B2FF ,1:(Standard disk drives) ,1:INTEL SSDSA2M040G2GC ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,3.420138889,0.21875,1:78156225 ,1:1240575 ,0.21875,1:Intel(R) Core(TM)2 CPU         T5500  @ 1.66GHz ,01:09,1:x64 Family 6 Model 15 Stepping 2 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:MATSHITA DVD-RAM UJ-850S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMMATSHITA_DVD-RAM_UJ-850S________________1.20____\5&10EEB6DB&0&1.1.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:MATSHITA DVD-RAM UJ-850S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,12:04:39
00:19:D2:28:D0:64,Intel(R) PRO/Wireless 3945ABG Network Connection,10.1.128.185,MIDDLETON727,00E90460-FEEE-DB11-A70E-00A0D1A17DE9,00000000-0000-0000-0000-0019D228D064,2136981504,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,01:00,Acer,TravelMate 6410,LXTCX06191721004C12300,Acer,,Coniston,Not Applicable,Not Applicable,1:C: ,1:37 GB ,1:1 GB ,1:6AF3B2FF ,1:(Standard disk drives) ,1:INTEL SSDSA2M040G2GC ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,3.420138889,0.21875,1:78156225 ,1:1240575 ,0.21875,1:Intel(R) Core(TM)2 CPU         T5500  @ 1.66GHz ,01:09,1:x64 Family 6 Model 15 Stepping 2 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:MATSHITA DVD-RAM UJ-850S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMMATSHITA_DVD-RAM_UJ-850S________________1.20____\5&10EEB6DB&0&1.1.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:MATSHITA DVD-RAM UJ-850S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,08:57:06
00:19:D2:28:E9:BF,Intel(R) PRO/Wireless 3945ABG Network Connection,10.1.128.84,MIDDLETON728,60738810-58EF-DB11-A70E-00A0D1A17E9D,00000000-0000-0000-0000-0019D228E9BF,2136981504,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,01:00,Acer,TravelMate 6410,LXTCX06191721004CC2300,Acer,,Coniston,Not Applicable,Not Applicable,1:C: ,1:37 GB ,1:2 GB ,1:6AF3B2FF ,1:(Standard disk drives) ,1:INTEL SSDSA2M040G2GC ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,3.420138889,0.21875,1:78156225 ,1:1240575 ,0.21875,1:Intel(R) Core(TM)2 CPU         T5500  @ 1.66GHz ,01:09,1:x64 Family 6 Model 15 Stepping 2 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:MATSHITA DVD-RAM UJ-850S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMMATSHITA_DVD-RAM_UJ-850S________________1.20____\5&10EEB6DB&0&1.1.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:MATSHITA DVD-RAM UJ-850S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,12:04:13
70:54:D2:90:61:AF,Intel(R) 82579V Gigabit Network Connection,10.1.128.77,MIDPC01,8E6973A1-4D80-E211-9560-38607704F3BF,00000000-0000-0000-0000-7054D29061AF,8414048256,N/A,1:CHANNEL A DIMM0 ,1:8589934592 ,1:DIMM1 ,1:Kingston ,VeryPC,DH61DL-N-,11510,Intel Corporation,,DH61DL,BTDL309008G2,AAG14066-206,1:C: ,1:111 GB ,1:56 GB ,1:6ACFAD92 ,1:(Standard disk drives) ,1:INTEL SSDSC2CW120A3 ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:14593 ,0.21875,1:234436545 ,1:3721215 ,0.21875,1:Intel(R) Core(TM) i5-3450S CPU @ 2.80GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,INTEL  - 71,N/A,17/10/2013,10:33:09
70:54:D2:90:61:BE,Intel(R) 82579V Gigabit Network Connection,10.1.128.76,MIDPC03,54831187-4E80-E211-9560-38607704F3BF,00000000-0000-0000-0000-7054D29061BE,8414048256,N/A,1:CHANNEL A DIMM0 ,1:8589934592 ,1:DIMM1 ,1:Kingston ,VeryPC,DH61DL-N-,11511,Intel Corporation,,DH61DL,BTDL309008GZ,AAG14066-206,1:C: ,1:111 GB ,1:56 GB ,1:6ACFAD92 ,1:(Standard disk drives) ,1:INTEL SSDSC2CW120A3 ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:14593 ,0.21875,1:234436545 ,1:3721215 ,0.21875,1:Intel(R) Core(TM) i5-3450S CPU @ 2.80GHz ,01:09,1:Intel64 Family 6 Model 58 Stepping 9 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,INTEL  - 71,N/A,17/10/2013,10:33:06
08:ED:B9:28:D7:7B,Broadcom 802.11n Network Adapter,10.1.128.215,MKEARL,E3EA34E3-4C8F-E111-85CA-DC0EA1B1A009,00000000-0000-0000-0000-08EDB928D77B,1985855488,N/A,1:BANK 0 ,1:2147483648 ,1:ChannelA-DIMM0 ,1:Nanya Technology ,Acer,TravelMate 8481,NXV71EK0022201C8521601,Acer,,BA41_HS,Base Board Serial Number,Base Board Version,1:C: ,1:55 GB ,1:33 GB ,1:B61C664A ,1:(Standard disk drives) ,1:Hitachi HTS543232A7A384 ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:38913 ,0.21875,1:625137345 ,1:9922815 ,0.21875,1:Intel(R) Core(TM) i3-2367M CPU @ 1.40GHz ,01:09,1:x64 Family 6 Model 42 Stepping 7 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACRSYS - 1,N/A,17/10/2013,08:51:29
08:ED:B9:28:DB:34,Broadcom 802.11n Network Adapter,10.1.128.216,MTRUJILLO,DEF46F5C-2198-E111-97E5-DC0EA1B5BABC,00000000-0000-0000-0000-08EDB928DB34,1985855488,N/A,1:BANK 0 ,1:2147483648 ,1:ChannelA-DIMM0 ,1:Nanya Technology ,Acer,TravelMate 8481,NXV71EK0022201C4AC1601,Acer,,BA41_HS,Base Board Serial Number,Base Board Version,1:C: ,1:55 GB ,1:31 GB ,1:B61C664A ,1:(Standard disk drives) ,1:Hitachi HTS543232A7A384 ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:38913 ,0.21875,1:625137345 ,1:9922815 ,0.21875,1:Intel(R) Core(TM) i3-2367M CPU @ 1.40GHz ,01:09,1:x64 Family 6 Model 42 Stepping 7 ,Intel(R) Corporation,Intel(R) Display Audio,Intel(R) Display Audio,Intel(R) Display Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACRSYS - 1,N/A,17/10/2013,08:57:59
70:71:BC:34:FE:F6,Realtek RTL8168D/8111D Family PCI-E Gigabit Ethernet NIC (NDIS 6.20),10.1.130.116,MUSICSCHOOL,A4B3C800-04E2-1016-AC87-BBF59398605B,00000000-0000-0000-0000-7071BC34FEF6,3184709632,N/A,1:BANK0 2:BANK2 ,1:2147483648 2:1073741824 ,1:DIMM0 2:DIMM2 ,1:FE02000000000000 2:2C80000000000000 ,Hewlett-Packard,HP Pro 3120 Small Form Factor PC,CZC02988Q4,PEGATRON CORPORATION,,2A94,1.05226E+14,1.03,1:C: ,1:167 GB ,1:107 GB ,1:0A86C1FE ,1:(Standard disk drives) ,1:INTEL SSDSC2CT180A4 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:21889 ,0.21875,1:351646785 ,1:5581695 ,0.21875,1:Pentium(R) Dual-Core  CPU      E5500  @ 2.80GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:hp DVD A  DH16AAL ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHP_DVD_A__DH16AAL_______________________LHDE____\5&21602C25&0&2.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:hp DVD A  DH16AAL ATA Device ,HPQOEM - 20100702,N/A,17/10/2013,10:09:41
70:71:BC:2F:54:9F,Realtek RTL8168D/8111D Family PCI-E Gigabit Ethernet NIC (NDIS 6.20),10.1.128.47,NDOUGLAS072,35DB6C80-04EC-1016-BDF6-EA306E094C01,00000000-0000-0000-0000-7071BC2F549F,3184709632,N/A,1:BANK0 2:BANK2 ,1:2147483648 2:1073741824 ,1:DIMM0 2:DIMM2 ,1:FE02000000000000 2:2C80000000000000 ,Hewlett-Packard,HP Pro 3120 Small Form Factor PC,CZC02988P4,PEGATRON CORPORATION,,2A94,1.05226E+14,1.03,1:C: ,1:37 GB ,1:1 GB ,1:760D95DC ,1:(Standard disk drives) ,1:INTEL SSDSA2CT040G3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,3.420138889,0.21875,1:78156225 ,1:1240575 ,0.21875,1:Pentium(R) Dual-Core  CPU      E5500  @ 2.80GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,AnvSoft Inc.,AnvSoft Virtual Sound Device,AnvSoft Virtual Sound Device,AnvSoft Virtual Sound Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:hp DVD A  DH16AAL ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHP_DVD_A__DH16AAL_______________________LHDE____\5&30A271E9&0&2.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:hp DVD A  DH16AAL ATA Device ,HPQOEM - 20100702,N/A,17/10/2013,09:09:07
00:1E:33:1F:6E:65,Realtek PCIe GBE Family Controller,0.0.0.0,NEWCLASSICS03,F62CB7A3-1025-1331-0213-001E331F6E65,00000000-0000-0000-0000-001E331F6E65,3119321088,N/A,1:BANK 0 2:BANK 2 ,1:2147483648 2:2147483648 ,1:DIMM0 2:DIMM2 ,01:02,Acer,TravelMate 8371,LXTTK0Z001931023652300,Acer,,TravelMate 8371,Base Board Serial Number,PSMBOU-1234567,1:C: ,1:298 GB ,1:271 GB ,1:F82C3D91 ,1:(Standard disk drives) ,1:WDC WD3200BEVT-22ZCT0 ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:01,1:38913 ,0.21875,1:625137345 ,1:9922815 ,0.21875,1:Intel Pentium III Xeon processor ,01:00,1:x86 Family 6 Model 23 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Mobile Intel(R) GMA 4500M,Mobile Intel(R) GMA 4500M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACRSYS - 1,N/A,17/10/2013,10:44:24
00:1E:33:1F:F7:54,Realtek PCIe GBE Family Controller,0.0.0.0,NEWCLASSICS06,F62CB7A3-1025-1331-0213-001E331FF754,00000000-0000-0000-0000-001E331FF754,3119321088,N/A,1:BANK 0 2:BANK 2 ,1:2147483648 2:2147483648 ,1:DIMM0 2:DIMM2 ,01:02,Acer,TravelMate 8371,LXTTK0Z001931024202300,Acer,,TravelMate 8371,Base Board Serial Number,PSMBOU-1234567,1:C: ,1:298 GB ,1:274 GB ,1:F82C3D91 ,1:(Standard disk drives) ,1:WDC WD3200BEVT-22ZCT0 ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:01,1:38913 ,0.21875,1:625137345 ,1:9922815 ,0.21875,1:Intel Pentium III Xeon processor ,01:00,1:x86 Family 6 Model 23 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Mobile Intel(R) GMA 4500M,Mobile Intel(R) GMA 4500M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACRSYS - 1,N/A,17/10/2013,12:05:03
3C:D9:2B:79:6C:7B,Realtek PCIe GBE Family Controller,10.1.130.75,PAGE703,DA4B7190-861F-DE5C-E9B3-F0D830860FEF,00000000-0000-0000-0000-3CD92B796C7B,2047688704,N/A,1:BANK2 ,1:2147483648 ,1:DIMM3 ,1:Elpida           ,Hewlett-Packard,HP Pro 3300 Series SFF,CZC142CWG7,Foxconn,,2ABF, ,1.2,1:C: ,1:37 GB ,1:5 GB ,1:74CF9D04 ,1:(Standard disk drives) 2:(Standard disk drives) ,1:INTEL SSDSA2CT040G3 ATA Device 2:Multiple Card  Reader USB Device ,1:\\.\PHYSICALDRIVE0 2:\\.\PHYSICALDRIVE1 ,1: IDE 2: USB ,1:2 2:0 ,1:4865 2: ,1:255 2: ,1:78156225 2: ,1:1240575 2: ,1:255 2: ,1:Intel(R) Pentium(R) CPU G630 @ 2.70GHz ,01:09,1:x64 Family 6 Model 42 Stepping 7 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:hp DVD A  DH16ABSH ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHP_DVD_A__DH16ABSH______________________YHD9____\5&48FDE0A&0&4.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:hp DVD A  DH16ABSH ATA Device ,HPQOEM - 1072009,N/A,17/10/2013,09:12:05
2C:41:38:8C:4D:CF,Realtek PCIe GBE Family Controller,10.1.130.60,PAGE708,E0EC52C9-1800-3F34-10DB-E5484CABDE44,00000000-0000-0000-0000-2C41388C4DCF,2047688704,N/A,1:BANK2 ,1:2147483648 ,1:DIMM3 ,1:Elpida           ,Hewlett-Packard,HP Pro 3300 Series SFF,CZC142CWGZ,Foxconn,,2ABF, ,1.2,1:C: ,1:37 GB ,1:6 GB ,1:74CF9D04 ,1:(Standard disk drives) 2:(Standard disk drives) ,1:INTEL SSDSA2CT040G3 ATA Device 2:Multiple Card  Reader USB Device ,1:\\.\PHYSICALDRIVE0 2:\\.\PHYSICALDRIVE1 ,1: IDE 2: USB ,1:2 2:0 ,1:4865 2: ,1:255 2: ,1:78156225 2: ,1:1240575 2: ,1:255 2: ,1:Intel(R) Pentium(R) CPU G630 @ 2.70GHz ,01:09,1:x64 Family 6 Model 42 Stepping 7 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:hp DVD-RAM GH80N ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHP_DVD-RAM_GH80N________________________RF01____\5&48FDE0A&0&4.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:hp DVD-RAM GH80N ATA Device ,HPQOEM - 1072009,N/A,17/10/2013,09:12:06
3C:D9:2B:79:6B:48,Realtek PCIe GBE Family Controller,10.1.130.63,PAGE709,1588C448-A17B-0D2C-7529-011177C5C992,00000000-0000-0000-0000-3CD92B796B48,2047688704,N/A,1:BANK2 ,1:2147483648 ,1:DIMM3 ,1:Elpida           ,Hewlett-Packard,HP Pro 3300 Series SFF,CZC142CWGX,Foxconn,,2ABF, ,1.2,1:C: ,1:37 GB ,1:6 GB ,1:74CF9D04 ,1:(Standard disk drives) 2:(Standard disk drives) ,1:INTEL SSDSA2CT040G3 ATA Device 2:Multiple Card  Reader USB Device ,1:\\.\PHYSICALDRIVE0 2:\\.\PHYSICALDRIVE1 ,1: IDE 2: USB ,1:2 2:0 ,1:4865 2: ,1:255 2: ,1:78156225 2: ,1:1240575 2: ,1:255 2: ,1:Intel(R) Pentium(R) CPU G630 @ 2.70GHz ,01:09,1:x64 Family 6 Model 42 Stepping 7 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:hp DVD-RAM GH80N ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHP_DVD-RAM_GH80N________________________RF01____\5&48FDE0A&0&4.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:hp DVD-RAM GH80N ATA Device ,HPQOEM - 1072009,N/A,17/10/2013,09:11:45
00:15:58:79:9D:69,Marvell Yukon 88E8001/8003/8010 PCI Gigabit Ethernet Controller,10.1.130.250,PAGE712,00000000-0000-0000-0807-060504030201,00000000-0000-0000-0000-001558799D69,2137513984,N/A,1:Bank0/1 2:Bank2/3 ,1:1073741824 2:1073741824 ,1:A0 2:A1 ,1:None 2:None ,OEM,OEM,OEM,Foxconn,,946 7MA Series, , ,1:C: ,1:37 GB ,1:4 GB ,1:E21BCEC9 ,1:(Standard disk drives) ,1:INTEL SSDSA2CT040G3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,3.63125,0.208333333,1:78155280 ,1:1240560 ,0.208333333,1:Intel(R) Core(TM)2 Duo CPU     E4500  @ 2.20GHz ,01:09,1:x64 Family 6 Model 15 Stepping 13 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:TSSTcorp CDDVDW SH-S202J ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMTSSTCORP_CDDVDW_SH-S202J________________SB01____\5&3378DB54&0&0.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:TSSTcorp CDDVDW SH-S202J ATA Device ,IntelR - 42302e31,N/A,17/10/2013,12:14:25
00:21:85:0F:3C:97,Realtek RTL8168C(P)/8111C(P) Family PCI-E Gigabit Ethernet NIC (NDIS 6.20),10.1.129.26,PAGE714,Unknown,00000000-0000-0000-0000-0021850F3C97,1064558592,N/A,1:BANK0 ,1:1073741824 ,1:DIMM0 ,1:Manufacturer0 ,MICRO-STAR INTERNATIONAL CO.LTD,MS-7507,To Be Filled By O.E.M.,MICRO-STAR INTERNATIONAL CO.LTD,,MS-7507,To be filled by O.E.M.,1,1:C: ,1:37 GB ,1:5 GB ,1:E21BCEC9 ,1:(Standard disk drives) ,1:INTEL SSDSA2CT040G3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,3.420138889,0.21875,1:78156225 ,1:1240575 ,0.21875,1:Intel(R) Pentium(R) Dual  CPU  E2180  @ 2.00GHz ,01:09,1:x64 Family 6 Model 15 Stepping 13 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,(Standard floppy disk drives),Floppy disk drive,FDC\GENERIC_FLOPPY_DRIVE\5&1199FD07&0&0,N/A,N/A,N/A,N/A,N/A,N/A,070408 - 20080704,N/A,16/10/2013,19:40:10
00:1D:92:80:CC:BB,Realtek RTL8168C(P)/8111C(P) Family PCI-E Gigabit Ethernet NIC (NDIS 6.20),10.1.130.81,PAGE715,Unknown,00000000-0000-0000-0000-001D9280CCBB,2138300416,N/A,1:BANK0 2:BANK1 ,1:1073741824 2:1073741824 ,1:DIMM0 2:DIMM1 ,1:Manufacturer0 2:Manufacturer1 ,MICRO-STAR INTERNATIONAL CO.LTD,MS-7507,To Be Filled By O.E.M.,MICRO-STAR INTERNATIONAL CO.LTD,,MS-7507,To be filled by O.E.M.,1,1:C: ,1:37 GB ,1:4 GB ,1:E21BCEC9 ,1:(Standard disk drives) ,1:INTEL SSDSA2CT040G3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,3.420138889,0.21875,1:78156225 ,1:1240575 ,0.21875,1:Intel(R) Pentium(R) Dual  CPU  E2180  @ 2.00GHz ,01:09,1:x64 Family 6 Model 15 Stepping 13 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,(Standard floppy disk drives),Floppy disk drive,FDC\GENERIC_FLOPPY_DRIVE\5&1199FD07&0&0,N/A,N/A,N/A,N/A,N/A,N/A,031908 - 20080319,N/A,16/10/2013,19:24:10
